source_id,ra,dec,redshift_qsoc,classlabel_dsc
3090175952396656128,126.02558924466368,1.9473917215113756,2.552856,star
3090176124195341440,125.96040473117301,1.932918961715814,2.5507953,quasar
3090176742670639232,125.90351381670666,1.9497692797657329,2.5624952,star
3090177228001435264,125.90886316609456,1.975499809392816,1.4351169,star
3090178563738470528,125.74486776891293,1.917959449022676,1.7301862,quasar
3090180487882163200,125.89323155383374,2.014392483276041,4.106736,star
3090183099222274304,126.02304488046526,2.0129626983424544,0.75682473,quasar
3090184507971586304,126.11117679795856,2.0682592566799993,1.6617577,star
3090185366965070336,126.10059377189144,2.0995876130188997,2.3585446,quasar
3090185783577634944,126.12373888932932,2.1240794036815225,0.8074363,quasar
3090187089246337536,125.98059699880126,2.0918072850857885,0.595484,quasar
3090189734946518400,126.00032017080578,2.165779957672458,2.7621887,quasar
3090190452206194432,126.01594402567282,2.2085216970150956,5.8348484,quasar
3090191482998440704,125.71472918318888,2.0164508947861264,2.707764,quasar
3090193819460710016,125.82539500372731,2.100963622086514,1.724192,quasar
3090196465159828096,125.52606777084749,2.0897429250207646,2.5396686,quasar
3090198114428074368,125.69181959603372,2.169717770396072,2.7275164,star
3090200622688961152,125.82125039139775,2.155398057052708,2.749679,quasar
3090200794487654016,125.79796028115169,2.1567313448912513,1.1979396,star
3090201550401970048,125.84736622882643,2.224240005788487,3.2486088,star
3090205089455041280,125.7621121322675,2.2437533960733003,1.0183605,quasar
3090205467412166144,125.77845132240977,2.2467960884791713,1.3448371,quasar
3090206051527726080,125.87212922364203,2.2536997819105973,1.3894358,star
3090207911248397312,125.88718474525248,2.360654588436846,1.6144558,quasar
3090210964970269440,126.33377076158935,2.2097162316007872,3.8679218,star
3090211068049501312,126.34244063931392,2.2270245923523264,1.298916,star
3090211652165055104,126.28332225224626,2.2287722232302176,4.6959014,star
3090212579878055680,126.30013644152328,2.2958400392123215,1.5175792,quasar
3090214778901320576,126.12445238497078,2.3020684515723198,1.785773,quasar
3090217252801232256,126.40241907248476,2.28511139438885,,physicalbinary
3090217287160969088,126.35722980219845,2.265550950483893,3.7542615,star
3090218352312867456,126.35957095719961,2.3238815942830757,1.3727192,quasar
3090220551336145152,126.44970940648032,2.3932592199889933,2.2636821,quasar
3090220585695875456,126.4100667449208,2.3735726217362996,0.8312507,star
3090221375969889664,126.46743408030927,2.4561879413284475,1.9308171,star
3090222101819504000,126.36280113040084,2.384750915443609,0.7611048,star
3090223300115417344,126.31816241930882,2.43488382531206,0.6037344,star
3090224571425564032,126.43533467080353,2.4714037696228988,0.6939206,star
3090226667370802688,126.06049239983288,2.311791230156672,1.1966995,quasar
3090227045327915648,126.02116764699932,2.3028325036659227,4.6597,quasar
3090229313070730240,126.08178921268616,2.3893112990238015,1.583933,quasar
3090229587948655360,126.07175929914466,2.411161325281311,2.730108,quasar
3090230962338165760,126.00493100917856,2.38232224134555,2.4537616,quasar
3090233337454758528,126.0591568379903,2.4790555138159216,0.08676203,quasar
